도서관명,시도명,시군구명,도서관유형,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),소재지도로명주소,부지면적,건물면적
성내도서관,서울특별시,강동구,공공도서관,208,80820,58,0,"서울특별시 강동구 성안로 106-1 (성내동, 성내도서관)",402.8,1414.86
해공도서관,서울특별시,강동구,공공도서관,214,87929,47,3133,"서울특별시 강동구 올림픽로 702 (천호동, 해공공원)",987,1766.93
강일도서관,서울특별시,강동구,공공도서관,214,93459,30,3136,"서울특별시 강동구 아리수로93길 9-14,4,5층(강일동)",1252,1208
암사도서관,서울특별시,강동구,공공도서관,391,93601,34,2069,"서울특별시 강동구 고덕로20길 42 (암사동, 암사도서관)",642,1759.05
천호도서관,서울특별시,강동구,공공도서관,138,45727,12,506,"서울특별시 강동구 성안로31마길 1(천호동, 천호도서관)",2537.81,997
둔촌도서관,서울특별시,강동구,공공도서관,221,18911,89,0,"서울특별시 강동구 동남로49길 21-8(둔촌동, 둔촌도서관)",793,996.95
청라호수도서관,인천광역시,서구,공공도서관,199,105896,63,2682,인천광역시 서구 크리스탈로 59,,
검암도서관,인천광역시,서구,공공도서관,210,50296,38,10336,인천광역시 서구 검암로 20번길 20,,
마전도서관,인천광역시,서구,공공도서관,490,51834,50,664,인천광역시 서구 원당대로 563,,
강화도서관,인천광역시,강화군,공공도서관,401,78122,804,3584,인천광역시 강화군 강화읍 북문길 9번길 18,,
내가도서관,인천광역시,강화군,공공도서관,44,16695,0,0,인천광역시 강화군 내가면 강화서로249,,
지혜의숲도서관,인천광역시,깅화군,공공도서관,193,18117,0,0,인천광역시 강화군 선원면 대문고개로 131,,
백령도서관,인천광역시,옹진군,공공도서관,45,25395,0,0,인천광역시 옹진군 백령면 백령로260,,
대청도서관,인천광역시,옹진군,공공도서관,50,19312,0,0,인천광역시 옹진군 대청면 대청리 750,,
영흥도서관,인천광역시,옹진군,공공도서관,71,35274,0,0,인천광역시 옹진군 영흥면 영흥로 283-31,,
연평도서관,인천광역시,옹진군,공공도서관,30,6953,0,0,인천광역시 옹진군 연평면 연평로 184,,
은천동작은도서관,서울특별시,관악구,공공도서관,89,50713,28,1270,서울특별시 관악구 봉천로 33나길 30,1075,2974
조원작은도서관,서울특별시,관악구,공공도서관,120,61840,62,3655,서울특별시 관악구 조원로 12길 25,801,2668
은광작은도서관,대구광역시,북구,작은도서관,10,1600,0,0,대구광역시 북구 동화천로 205(연경동),,43.2
이편한세상대구금호작은도서관,대구광역시,북구,작은도서관,39,1321,0,0,"대구광역시 북구 내곡로 49(사수동,이편한세상대구금호)",,141.37
책마실도서관,대구광역시,북구,작은도서관,30,7729,2,100,"대구광역시 북구 구리로 25-19, 2층(학정동)",,165.6
천년나무작은도서관,대구광역시,북구,작은도서관,15,1302,2,0,"대구광역시 북구 내곡로 69(사수동, 대구금호엘에이치천년나무5단지)",,64.25
칠곡그린빌4단지 도서실,대구광역시,북구,작은도서관,24,5186,3,0,"대구광역시 북구 구암서로 22(구암동, 그린빌4)",,54.11
우당도서관,제주특별자치도,제주시,공공도서관,847,254789,169,31065,제주특별자치도 제주시 사라봉동길 30,24389,7037
제주시기적의도서관,제주특별자치도,제주시,공공도서관,100,50831,15,1483,제주특별자치도 제주시 동광로 12길19,2126,728
조천읍도서관,제주특별자치도,제주시,공공도서관,180,74529,21,2432,제주특별자치도 제주시 조천읍 일주동로 1189,9336,1231
탐라도서관,제주특별자치도,제주시,공공도서관,979,223108,151,22627,제주특별자치도 제주시 정원로 50,15897,4998
애월도서관,제주특별자치도,제주시,공공도서관,181,77263,16,2776,제주특별자치도 제주시 애월읍 일주서로 6339,3599,1501
한경도서관,제주특별자치도,제주시,공공도서관,124,61652,21,1873,제주특별자치도 제주시 한경면 신한로13,5852,1048
복현푸르지오작은도서관,대구광역시,북구,작은도서관,16,1120,0,0,"대구광역시 북구 동북로 345, 복현푸르지오UZ센터(복현동, 복현푸르지오)",,148.5
북구 어린이 도서관,대구광역시,북구,작은도서관,30,13848,3,0,"대구광역시 북구 검단로 71-17, 북구청소년회관(산격동)",,95
북구 영어작은도서관,대구광역시,북구,작은도서관,40,8711,11,0,대구광역시 북구 고성로 31길 21(고성동주민센터 1층),,90
브라운스톤도서관,대구광역시,북구,작은도서관,40,7124,3,0,"대구광역시 북구 내곡로 89(사수동,브라운스톤강북)",,130.62
사과나무 작은도서관,대구광역시,북구,작은도서관,20,2132,2,0,"대구광역시 북구 대동로 33, 2층(산격동)",,50
산격1동 작은도서관,대구광역시,북구,작은도서관,30,6227,2,0,대구광역시 북구 연암공원로 89(산격동),,106
산격종합사회복지관늘푸른도서관,대구광역시,북구,작은도서관,8,7305,30,0,"대구광역시 북구 연암로 183, 산격종합사회복지관(산격동)",,51
서변동 작은도서관,대구광역시,북구,작은도서관,40,10791,8,0,대구광역시 북구 호국로 57길 6,,200
서변숲 도서관,대구광역시,북구,공공도서관,251,30597,48,0,대구광역시 북구 서변로 3길 54(서변동),,2007.3
성광우방타운 주민도서실,대구광역시,북구,작은도서관,24,4800,0,0,"대구광역시 북구 호암로 20(칠성동2가,성광우방타운)",,125
세움작은도서관,대구광역시,북구,작은도서관,8,1500,0,0,"대구광역시 북구 산격로 29, 2층(산격동)",,36
스타힐스작은도서관,대구광역시,북구,작은도서관,20,4088,16,0,"대구광역시 북구 내곡로 70(사수동, 대구금호스타힐스엔에이치에프6단지)",,84.47
아름다운작은도서관,대구광역시,북구,작은도서관,12,1520,0,0,대구광역시 북구 중앙대로105길 27(칠성동2가),,39.6
연암도서관,대구광역시,북구,공공도서관,82,13940,15,142,"대구광역시 북구 동북로26길 25-1, 2층, 3층",,322.3
열린 작은도서관,대구광역시,북구,작은도서관,10,1683,9,0,대구광역시 북구 구리로38길 3-8(국우동),,62.85
예미지숲속의아침작은도서관,대구광역시,북구,작은도서관,28,5700,0,0,"대구광역시 북구 연경중앙로11(연경동,연경금성백조예미지숲속의아침)",,90
수락작은도서관,서울특별시,노원구　,작은도서관,39,19434,0,0,서울특별시 노원구 덕릉로 859,227,
해솔작은도서관,서울특별시,노원구　,작은도서관,12,14757,0,0,서울특별시 노원구 한글비석로 434,70,
메아리작은도서관,서울특별시,노원구　,작은도서관,14,14966,0,0,서울특별시 노원구 노해길 183,121.1,
표선도서관,제주특별자치도,서귀포시,공공도서관,148,76496,28,3413,제주특별자치도 서귀포시 표선면 표선백사로 110번길 17-10,5840,2039
퐁낭(동홍동)작은도서관,제주특별자치도,서귀포시,작은도서관,43,5036,3,50,제주특별자치도 서귀포시 동홍중앙로 56(동홍동),,
중앙꿈쟁이(중앙동)작은도서관,제주특별자치도,서귀포시,작은도서관,40,9512,1,0,제주특별자치도 서귀포시 동문로 39 4층,,
보목꿈터작은도서관,제주특별자치도,서귀포시,작은도서관,30,8980,6,20,제주특별자치도 서귀포시 칠십리로 483-1(송산동),,
(신례1리)예촌작은도서관,제주특별자치도,서귀포시,작은도서관,29,7200,4,0,제주특별자치도 서귀포시 남원읍 신례중앙로 37,,
(세화2리)갯머리작은도서관,제주특별자치도,서귀포시,작은도서관,20,5739,4,0,제주특별자치도 서귀포시 표선면 일주동로 6276,,
온평 열운이작은도서관,제주특별자치도,서귀포시,작은도서관,28,5452,13,0,제주특별자치도 서귀포시 성산읍 온평애향로 23번길 6,,
용흥 작은도서관,제주특별자치도,서귀포시,작은도서관,25,5538,0,0,제주특별자치도 서귀포시 용흥로 55(대천동),,
전하2동작은도서관,울산광역시,동구,작은도서관,21,2332,0,0,울산광역시 동구 진성4길 45,,438
바다가보이는작은도서관,울산광역시,동구,작은도서관,30,3477,0,30,울산광역시 동구 봉수로 155,,828
해누리문고작은도서관,울산광역시,동구,작은도서관,30,9064,0,0,울산광역시 동구 방어진순환도로 501,,132
더불어숲작은도서관,울산광역시,동구,작은도서관,32,5334,6,0,울산광역시 동구 대학길40-1,,16952
드림작은도서관,울산광역시,동구,작은도서관,15,1500,1,0,울산광역시 동구 월봉10길 70,,60
명덕이음작은도서관,울산광역시,동구,작은도서관,20,4085,0,0,울산광역시 동구 명덕로 70,,7933
우리동네작은도서관,울산광역시,동구,작은도서관,26,1500,0,0,울산광역시 동구 바드래4길 74-1,,6657
꿈샘도서관,울산광역시,동구,작은도서관,16,5000,0,0,울산광역시 동구 남목18길 27,,141
상록수독서문화원,울산광역시,동구,작은도서관,24,5474,0,0,울산광역시 동구 문재2나길 4,,396
로뎀나무작은도서관,울산광역시,동구,작은도서관,30,3061,0,0,울산광역시 동구 꽃바위로 380,,67
충남도서관,충청남도,홍성군,공공도서관,811,280873,146,139988,충청남도 홍성군 홍북읍 도청대로 577,31146,12172.1
봉담커피앤북작은도서관,경기도,화성시,작은도서관,18,11941,11,0,경기도 화성시 봉담읍 상리3길 38,92,92
늘봄이음터작은도서관,경기도,화성시,작은도서관,21,8782,9,0,"경기도 화성시 동탄대로24길 49, 3층",138,138
남양도서관,경기도,화성시,공공도서관,756,122968,66,0,경기도 화성시 남양읍 역골중앙로 143,4556,4499
태안도서관,경기도,화성시,공공도서관,359,115287,48,4629,경기도 화성시 화산중앙로 19,4423,4506
삼괴도서관,경기도,화성시,공공도서관,186,86775,53,4063,경기도 화성시 우정읍 쌍봉로 109-26,6612,1965
병점도서관,경기도,화성시,공공도서관,275,132985,59,4860,경기도 화성시 병점3로 132-6,49171,2620
두빛나래어린이도서관,경기도,화성시,어린이도서관,142,72335,42,2197,경기도 화성시 동탄숲속로 69-14,13593,1628
봉담도서관,경기도,화성시,공공도서관,737,130996,75,4014,경기도 화성시 봉담읍 샘마을1길 8-4,2394,4574
둥지나래어린이도서관,경기도,화성시,어린이도서관,78,79310,46,2084,경기도 화성시 향남읍 행정중앙2로 88,47003,1619
동탄복합문화센터도서관,경기도,화성시,공공도서관,1066,199993,83,4285,경기도 화성시 노작로 134,304627,6464
송산도서관,경기도,화성시,공공도서관,396,86249,38,3083,경기도 화성시 송산면 삼일공원로 87,8070,3907
정남도서관,경기도,화성시,공공도서관,83,45396,42,1632,경기도 화성시 정남면 만년로 527,1713,567
진안도서관,경기도,화성시,공공도서관,471,91689,78,2427,경기도 화성시 병점중앙로 229,43268,2931
동탄중앙이음터도서관,경기도,화성시,공공도서관,480,117198,74,2150,경기도 화성시 동탄대로시범길 115,11002,2965
동탄다원이음터도서관,경기도,화성시,공공도서관,284,89153,62,2630,경기도 화성시 동탄순환대로 754-14,13002,1696
송린이음터도서관,경기도,화성시,공공도서관,204,68158,61,0,경기도 화성시 수노을2로 150,14844,1141
전북특별자치도교육청진안도서관,전북특별자치도,진안군,공공도서관,179,50924,0,11899,전북특별자치도 진안군 진안읍 대광길 4,2471,1340
전북도청도서관,전북특별자치도,전주시,공공도서관,132,91523,119,44,전북특별자치도 전주시 완산구 효자로 225,101302,1028
달서구립 도원도서관,대구광역시,달서구,공공도서관,246,104010,35,5034,대구광역시 달서구 한실로 113(도원동),738,1230
달서어린이도서관,대구광역시,달서구,공공도서관,155,83866,20,2387,대구광역시 달서구 송현로 45(상인동),523.4,1380.24
경남대표도서관,경상남도,창원시,공공도서관,992,196131,60,77356,경상남도 창원시 의창구 사림로 45번길 59,14226,7869
함평군립도서관,전라남도,함평군,공공도서관,92,32187,0,439,전라남도 함평군 함평읍 곤재로 36-33,4481,1198
손불 작은도서관,전라남도,함평군,작은도서관,14,2050,0,0,전라남도 함평군 손불면 손불중앙길 76-11,710,198.34
신광 마을도서관,전라남도,함평군,작은도서관,12,894,0,0,전라남도 함평군 신광면 신광중앙길 84,1889,46
수성구립용학도서관,대구광역시,수성구,공공도서관,454,181223,77,5752,대구광역시 수성구 지범로41길 36(범물동),1720,4515
수성구립파동도서관,대구광역시,수성구,공공도서관,77,27271,15,0,대구광역시 수성구 파동로3길 62(파동문화센터 1층),1476,411
수성구립무학숲도서관,대구광역시,수성구,공공도서관,72,18232,20,0,대구광역시 수성구 청수로40길 73-10,689,302
수성구립고산도서관,대구광역시,수성구,공공도서관,546,158789,83,4352,대구광역시 수성구 달구벌대로650길 6(신매동),2080,2991
수성구립황금책문화센터도서관,대구광역시,수성구,공공도서관,121,8895,19,0,대구광역시 수성구 청솔로2길 64(황금2동 행정복지센터 1층),886,480
수성구립사월책문화센터도서관,대구광역시,수성구,작은도서관,120,13643,24,0,대구광역시 수성구 성동로 70(청운신협행복센터 2층),4538,314
석수골 작은도서관,경기도,안산시,작은도서관,25,17146,14,367,경기도 안산시 단원구 석수로 9길 20(선부동),242.12,242.12
선부도서관,경기도,안산시,공공도서관,262,55347,61,1859,경기도 안산시 단원구 선부로 100(선부동),2470,1082.57
성포도서관,경기도,안산시,공공도서관,530,143670,105,4079,경기도 안산시 상록구 충장로 528(성포동),4400,2811
수암도서관,경기도,안산시,공공도서관,133,25980,18,1637,경기도 안산시 상록구 원당골1길 23-3(수암동),497.4,546.78
신길샛별 작은도서관,경기도,안산시,작은도서관,36,17558,10,495,경기도 안산시 단원구 새뿔길 55(신길동),192,192
신길작은도서관,경기도,안산시,작은도서관,50,16912,8,0,경기도 안산시 단원구 삼일로 42-7(신길동),,245.7
안산다문화 작은도서관,경기도,안산시,작은도서관,20,11058,11,307,경기도 안산시 단원구 부부로 43(원곡동),75.9,75.9
안산미디어도서관,경기도,안산시,공공도서관,474,43476,110,25146,경기도 안산시 단원구 광덕1로 198(고잔동),4000,2830
원고잔도서관,경기도,안산시,공공도서관,194,42071,29,0,경기도 안산시 단원구 원고잔공원로 33(고잔동),861,783.28
한솔동도서관,세종특별자치시,없음,공공도서관,91,34520,15,250,세종특별자치시 노을3로85,2640,924.78
도담동도서관,세종특별자치시,없음,공공도서관,154,46216,7,488,세종특별자치시 보람로77,17667,1071.23
월계어린이도서관,서울특별시,노원구　,공공도서관,100,18186,10,0,서울특별시 노원구 마들로 86,1106,558.68
꿈꾸는작은도서관,서울특별시,노원구　,작은도서관,14,15659,0,0,서울특별시 노원구 석계로 59,65,
달내작은도서관,서울특별시,노원구　,작은도서관,18,12264,0,0,서울특별시 노원구 초안산로5길 28,48.29,
군산시립도서관(학습실),전북특별자치도,군산시,공공도서관,462,0,0,0,전북특별자치도 군산시 축동로 72,2450,5736
금강도서관,전북특별자치도,군산시,공공도서관,563,37743,32,0,전북특별자치도 군산시 축동로 72,1500,3753
늘푸른도서관,전북특별자치도,군산시,공공도서관,220,82510,45,0,전북특별자치도 군산시 하나운로 17,2776,2338
설림도서관(자료열람실),전북특별자치도,군산시,공공도서관,83,55537,36,0,전북특별자치도 군산시 설림길 25,3392,1157
설림도서관(학습실),전북특별자치도,군산시,공공도서관,136,0,0,0,전북특별자치도 군산시 설림길 25,3392,1157
산들도서관,전북특별자치도,군산시,공공도서관,156,18744,26,0,전북특별자치도 군산시 옥구읍 옥구로 27,4347,986.14
임피채만식도서관,전북특별자치도,군산시,공공도서관,80,33330,10,0,전북특별자치도 군산시 임피면 임피향교길 39,2317,693
구암작은도서관,전북특별자치도,군산시,작은도서관,32,22306,10,0,전북특별자치도 군산시 구암3.1로 245,310,166
월명작은도서관,전북특별자치도,군산시,작은도서관,63,19620,11,0,전북특별자치도 군산시 구영7길 6,236,236
미성작은도서관,전북특별자치도,군산시,작은도서관,50,20594,10,0,전북특별자치도 군산시 동아로 11,313,313
미룡작은도서관,전북특별자치도,군산시,작은도서관,57,24789,8,0,전북특별자치도 군산시 미룡로 42,210,210
장천마을작은도서관,경상남도,창원시,작은도서관,42,5609,0,31,경상남도 창원시 진해구 충장로672번길 9-1(장천동),,122.66
위드파크환경도서관,경상남도,창원시,작은도서관,64,14102,4,177,"경상남도 창원시 성산구 가양로 99(남양동, 위드파크A’)",,255.29
숲속마을도서관,경상남도,창원시,작은도서관,65,13068,0,159,경상남도 창원시 마산회원구 내서읍 삼계본동1길 86 숲속마을3단지 복지관 2층,,107.88
이미지작은도서관,경상남도,창원시,작은도서관,33,17926,0,99,경상남도 창원시 마산회원구 내서읍 광려로 29(대동이미지아파트),,108
책사랑내서마을도서관,경상남도,창원시,작은도서관,48,20169,413,492,경상남도 창원시 마산회원구 내서읍 광려천북로 202 코오롱1차 관리동3층,,99.174
하늘채작은도서관,경상남도,창원시,작은도서관,70,17031,20,186,경상남도 창원시 마산회원구 내서읍 호원로 359 코오롱하늘채2차아파트,,218.7
내서읍새마을문고,경상남도,창원시,작은도서관,6,9043,0,0,경상남도 창원시 마산회원구 내서읍 중리상곡로 65,,33
회원1동새마을문고,경상남도,창원시,작은도서관,25,8465,7,0,경상남도 창원시 마산회원구 회원동11길 7(회원동),,66.8
석전동새마을문고,경상남도,창원시,작은도서관,27,11618,0,0,경상남도 창원시 마산회원구 석전4길 52(석전동),,66
물빛공원작은도서관,광주광역시,남구,작은도서관,10,4485,2,0,광주광역시 남구 효우로93번길 2,,33
방림1동꽃마을작은도서관,광주광역시,남구,작은도서관,15,2967,3,0,광주광역시 남구 오방로 101-2,,41.6
화정문고,광주광역시,서구,작은도서관,30,4750,0,0,광주광역시 서구 상무대로1014번길 44,,82.5
이천시립효양도서관,경기도,이천시,공공도서관,517,143450,64,3258,경기도 이천시 부발읍 경충대로2250번길 35,4515,3484
이천시립마장도서관,경기도,이천시,공공도서관,210,52105,40,0,경기도 이천시 마장면 마장로 11,2000,1385
지혜의쉼터작은도서관,광주광역시,서구,작은도서관,50,13000,0,0,광주광역시 서구 화운로 24,,131.99
책더하기사랑작은도서관,광주광역시,서구,작은도서관,20,16505,0,0,광주광역시 서구 상무대로 980,,132.2
책사랑작은도서관,광주광역시,서구,작은도서관,50,5125,0,0,광주광역시 서구 마재로 21,,100
푸른빛작은도서관,광주광역시,서구,작은도서관,20,3600,0,0,광주광역시 서구 쌍학로 47,,33
풍암전원작은도서관,광주광역시,서구,작은도서관,20,1000,0,0,광주광역시 서구 풍금로11번길 17,,80
해돋는작은도서관,광주광역시,서구,작은도서관,50,1100,0,0,광주광역시 서구 금호운천길 11,,85.8
행복도서관,광주광역시,서구,작은도서관,15,8356,0,0,광주광역시 서구 상무자유로 73,,68.75
호반베르디움 작은도서관,광주광역시,서구,작은도서관,10,5000,0,0,광주광역시 서구 하남대로680번길 10,,49
화정4동작은도서관,광주광역시,서구,작은도서관,20,15111,0,0,광주광역시 서구 염화로83번길 3,,225
건지도서관,전북특별자치도,전주시,공공도서관,115,60747,29,0,전북특별자치도 전주시 덕진구 호성로 25,5359,1472
간납대작은도서관,전북특별자치도,전주시,작은도서관,33,6212,0,0,전북특별자치도 전주시 완산구 간납로 8-6,,90
건지산숲속작은도서관,전북특별자치도,전주시,작은도서관,25,3094,0,0,전북특별자치도 전주시 덕진구 건지로 20,,50
글마당작은도서관,전북특별자치도,전주시,작은도서관,50,10351,0,0,전북특별자치도 전주시 완산구 안행로 176,,182
금호작은도서관,전북특별자치도,전주시,작은도서관,24,11814,0,0,전북특별자치도 전주시 완산구 효동3길 33,320.66,168.78
꿈드리작은도서관,전북특별자치도,전주시,작은도서관,25,12509,0,0,전북특별자치도 전주시 완산구 삼천천변1길 32,,110
꿈밭장애인작은도서관,전북특별자치도,전주시,작은도서관,30,6847,28,178,전북특별자치도 전주시 완산구 백제대로 20-41,,237
꿈이있는나무작은도서관,전북특별자치도,전주시,작은도서관,100,15720,0,0,전북특별자치도 전주시 완산구 새터로 122-11,,411
노송작은도서관,전북특별자치도,전주시,작은도서관,24,12560,0,0,전북특별자치도 전주시 완산구 관선1길 60,,115.5
덕진품애작은도서관,전북특별자치도,전주시,작은도서관,34,8109,0,0,전북특별자치도 전주시 덕진구 기린대로 541-11,,144
맑은누리작은도서관,전북특별자치도,전주시,작은도서관,30,9525,0,0,전북특별자치도 전주시 완산구 태진로 15-14,982,1312
명주골작은도서관,전북특별자치도,전주시,작은도서관,40,6837,0,0,전북특별자치도 전주시 덕진구 백제대로 728,169,169
기찻길 작은도서관,전북특별자치도,완주군,작은도서관,20,13064,0,0,전북특별자치도 완주군 상관면 신리로 109 (상관행정복지센터3층),192,
철쭉 작은도서관,전북특별자치도,완주군,작은도서관,15,8636,0,0,전북특별자치도 완주군 소양면 소양로231 (소양교육문화지원센터2층),155,
화산골 작은도서관,전북특별자치도,완주군,작은도서관,15,7261,0,0,전북특별자치도 완주군 화산면 화산로 830-14 (화산행정복지센터2층),138,
경천애인 작은도서관,전북특별자치도,완주군,작은도서관,30,5937,0,0,전북특별자치도 완주군 경천면 대둔산로 256 (경천문화복지센터1층),99,
용꿈 작은도서관,전북특별자치도,완주군,작은도서관,25,4641,0,0,전북특별자치도 완주군 용진읍 완주로 210 (용진행정복지센터2층),111,
목동이음터도서관,경기도,화성시,공공도서관,168,81677,17,8221,경기도 화성시 동탄순환대로20길 6,11515,1774
왕배푸른숲도서관,경기도,화성시,공공도서관,218,61000,42,0,경기도 화성시 동탄대로12길 102,282284,2192
서연이음터도서관,경기도,화성시,공공도서관,140,47642,57,0,경기도 화성시 동탄순환대로8길 57,12344,1790
노을빛도서관,경기도,화성시,공공도서관,262,33680,39,0,경기도 화성시 병점노을로 19,12946,739
달빛나래어린이도서관,경기도,화성시,어린이도서관,100,24289,27,0,경기도 화성시 영통로 60번길 15,10222,729
향남복합문화센터도서관,경기도,화성시,공공도서관,374,36465,50,0,경기도 화성시 향남읍 상신하길로 273번길 17,170312,3317
샘내작은도서관,경기도,화성시,작은도서관,64,20748,10,0,경기도 화성시 매송면 매송고색로375번길 11,212,212
기아행복마루작은도서관,경기도,화성시,작은도서관,25,14081,14,998,"경기도 화성시 우정읍 기아자동차로 559, 4층",162,162
비봉작은도서관,경기도,화성시,작은도서관,25,14979,8,0,경기도 화성시 비봉면 비봉로71번길 1,122,122
양감작은도서관,경기도,화성시,작은도서관,17,9811,7,0,경기도 화성시 양감면 초록로 7,75,75
마도작은도서관,경기도,화성시,작은도서관,35,10226,9,0,"경기도 화성시 마도면 마도북로 387, 2층",131,131
팔탄작은도서관,경기도,화성시,작은도서관,20,10402,10,0,"경기도 화성시 팔탄면 구장길 14, 2층",88,88
느티나무작은도서관,경기도,군포시,작은도서관,40,4650,0,0,경기도 군포시 송부로291번길29,,100.14
다온숲작은도서관,경기도,군포시,작은도서관,30,3003,20,0,"경기도 군포시 고산로250번길 36, 201호",,125.85
당정문화도서관,경기도,군포시,작은도서관,100,46941,22,88,경기도 군포시 한세로56번길 12,,307
사랑아이엔지작은도서관,경기도,군포시,작은도서관,174,11123,0,20,경기도 군포시 송부로74번길 24,,586.83
사랑이꽃피는작은도서관,경기도,군포시,작은도서관,45,6530,6,75,경기도 군포시 군포로 508,,99
사랑이있는작은도서관,경기도,군포시,작은도서관,40,5728,0,0,경기도 군포시 금당로 164,,59.4
산본녹색작은도서관,경기도,군포시,작은도서관,26,2556,1,0,경기도 군포시 산본천로 18,,73.54
삼성마을5단지작은도서관,경기도,군포시,작은도서관,37,4974,0,0,경기도 군포시 번영로200번길31,,58
새봄작은도서관,경기도,군포시,작은도서관,30,3660,2,0,경기도 군포시 삼성로 79,,50
모롱지작은도서관,전북특별자치도,전주시,작은도서관,66,11208,0,0,전북특별자치도 전주시 완산구 서곡2길 29-6,,682
무지개작은도서관,전북특별자치도,전주시,작은도서관,20,13487,0,0,전북특별자치도 전주시 덕진구 덕용3길 7,,135
열린점자작은도서관,전북특별자치도,전주시,작은도서관,18,9620,0,25024,전북특별자치도 전주시 덕진구 학산길 26-3,628,298.92
상상나무작은도서관,전북특별자치도,전주시,작은도서관,50,8546,0,0,전북특별자치도 전주시 덕진구 우아2길 25,,260
인후생활문화센터작은도서관,전북특별자치도,전주시,작은도서관,30,11016,0,0,전북특별자치도 전주시 덕진구 견훤로 290,,170
인후비전작은도서관,전북특별자치도,전주시,작은도서관,37,11401,0,0,전북특별자치도 전주시 덕진구 심방죽로 37,,201.24
전주작은도서관,전북특별자치도,전주시,작은도서관,30,13414,0,0,전북특별자치도 전주시 완산구 덕적골2길 10,,123.36
전주책마루어린이작은도서관,전북특별자치도,전주시,작은도서관,100,36558,0,0,전북특별자치도 전주시 덕진구 솔내2길 21,995.8,995.8
청아나루작은도서관,전북특별자치도,전주시,작은도서관,46,8278,0,0,전북특별자치도 전주시 완산구 선너머2길 37,,170
초록우산작은도서관,전북특별자치도,전주시,작은도서관,36,13317,0,0,전북특별자치도 전주시 완산구 흑석로 70,,207
당동도서관,경기도,군포시,공공도서관,286,114237,50,5135,경기도 군포시 산본로197번길 36 (당동),1037,1751
대야도서관,경기도,군포시,공공도서관,210,101708,46,4900,경기도 군포시 대야2로 139 (대야미동),1508,3491
부곡도서관,경기도,군포시,공공도서관,132,100041,46,2514,경기도 군포시 송부로221번길 3-10 (부곡동),3500.3,2010.21
어린이도서관,경기도,군포시,공공도서관,289,119501,36,4926,경기도 군포시 고산로677번길 21,1037,2687
그림책꿈마루,경기도,군포시,전문도서관,188,17738,14,0,경기도 군포시 청백리길 16,3821.66,459.34
공군제8249부대,경기도,군포시,작은도서관,20,5848,0,0,경기도 군포시 속달동 327-4,,58
군포2동채움작은도서관,경기도,군포시,작은도서관,34,2295,0,0,"경기도 군포시 고산로 263, 1층",,162.6
그리심작은도서관,경기도,군포시,작은도서관,62,1750,0,0,경기도 군포시 산본천로199번길 17,,162
글고운도서관,경기도,군포시,작은도서관,20,8156,0,0,경기도 군포시 번영로200번길 71,,57.72
금정작은도서관,경기도,군포시,작은도서관,27,10989,0,0,경기도 군포시 금산로 35,,63
꿈드림작은도서관,경기도,군포시,작은도서관,12,5380,0,0,경기도 군포시 용호1로 21번길14,,33
꿈땅작은도서관,경기도,군포시,작은도서관,0,1456,0,0,경기도 군포시 번영로 610번길 36,,56
꿈마을작은도서관,경기도,군포시,작은도서관,67,7619,0,0,"경기도 군포시 삼성로 41, 관리동 B2층",,250.56
꿈미작은도서관,경기도,군포시,작은도서관,62,2585,9,90,"경기도 군포시 송부로 291번안길 7, 503호",,146.44
꿈을노래하는작은도서관,경기도,군포시,작은도서관,16,4012,0,0,경기도 군포시 송부로273번안길 4-18,,119.8
노루목작은도서관,경기도,군포시,작은도서관,18,2871,0,0,경기도 군포시 산본천로 207,,61.2
농심작은도서관,경기도,군포시,작은도서관,16,4700,0,0,경기도 군포시 농심로 35,,61
아름드리도서관,서울특별시,마포구,작은도서관,20,17170,4,0,"서울특별시 마포구 방울내로7길 11, 1층",,181
당산2동공립작은도서관,서울특별시,영등포구,작은도서관,8,8800,0,0,서울특별시 영등포구 당산로41가길7,,33
당산1동공립작은도서관,서울특별시,영등포구,작은도서관,22,7901,0,0,서울특별시 영등포구 양산로23길 11,,132
여의동공립작은도서관,서울특별시,영등포구,작은도서관,10,11369,0,0,서울특별시 영등포구 국제금융로124,,62
영등포동공립작은도서관,서울특별시,영등포구,작은도서관,18,7342,0,0,서울특별시 영등포구 국회대로44길4,,194
르상트레빌 작은도서관,대구광역시,달성군,작은도서관,34,1751,0,0,대구광역시 달성군 옥포읍 금계길 12,,192
남현동 우리작은도서관,서울특별시,관악구,작은도서관,60,18519,3,288,서울특별시 관악구 남현1가길 29,939,2448
신림동 굴렁쇠작은도서관,서울특별시,관악구,작은도서관,12,7174,3,9,서울특별시 관악구 신림동길 14,499,1037
신사동 해오름작은도서관,서울특별시,관악구,작은도서관,20,8244,1,24,서울특별시 관악구 조원로 142,369,695
서구어린이생태도서관,광주광역시,서구,공공도서관,100,61438,15,1852,광주광역시 서구 풍암공원로 8,2268,1397
서문작은도서관,광주광역시,서구,작은도서관,40,5000,0,0,광주광역시 서구 월산로 166,,82
서창한옥작은도서관,광주광역시,서구,작은도서관,38,4225,0,0,광주광역시 서구 세동1길 27-1,,66.87
소꿉놀이작은도서관,광주광역시,서구,작은도서관,20,9200,0,0,광주광역시 서구 운천로32번길 25,,129.6
송촌파인힐작은도서관,광주광역시,서구,작은도서관,30,5473,0,0,광주광역시 서구 마재로 65,,64
