도서관명,시도명,시군구명,도서관유형,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),소재지도로명주소,부지면적,건물면적
생각자람어린이도서관,강원특별자치도,원주시,공공도서관,307,17780,16,100,강원특별자치도 원주시 시청로 160-9,2558.44,1083.08
경상북도교육청 점촌도서관,경상북도,문경시,공공도서관,313,66264,156,5538,경상북도 문경시 호서로 133,2203,1454.41
경상북도교육청 점촌도서관 가은분관,경상북도,문경시,공공도서관,200,43168,89,3874,경상북도 문경시 가은읍 대야로 2508,2068,894.21
청주시립도서관,충청북도,청주시,공공도서관,344,233126,98,6645,충청북도 청주시 상당구 용암로 55,11045,5364
청주오창호수도서관,충청북도,청주시,공공도서관,430,150226,100,2615,충청북도 청주시 청원구 오창읍 오창공원로 102,9368,8338.5
청주상당도서관,충청북도,청주시,공공도서관,330,142490,95,8,충청북도 청주시 상당구 대성로 195,3807,2681
청주청원도서관,충청북도,청주시,공공도서관,392,153389,100,48,충청북도 청주시 청원구 사뜸로61번길 88-14,6896,2623.03
청주오창도서관,충청북도,청주시,공공도서관,148,109570,47,50,충청북도 청주시 청원구 오창읍 두릉유리로 1141-10,2747,1781.09
청주금빛도서관,충청북도,청주시,공공도서관,193,72235,89,5521,충청북도 청주시 상당구 호미로 272(금천동),12628,4052
청주내수도서관,충청북도,청주시,공공도서관,159,28778,68,51,충청북도 청주시 청원구 내수읍 마산3길 49,5258,1628.5
청주오송도서관,충청북도,청주시,공공도서관,375,125345,97,12039,충청북도 청주시 흥덕구 오송읍 오송생명1로 180,1156.65,2752
청주서원도서관,충청북도,청주시,공공도서관,346,125832,85,1558,충청북도 청주시 서원구 분평로 35,2365.5,2365
협성휴포레강북작은도서관,대구광역시,북구,작은도서관,12,7266,2,0,"대구광역시 북구 태암남로 60(태전동,협성휴포레강북아파트)",,109.1
화성그랜드파크 도서관 함지원,대구광역시,북구,작은도서관,10,2300,0,0,"대구광역시 북구 구암로65길 9(구암동,화성그랜드파크)",,70
화성센트럴파크 도서관,대구광역시,북구,작은도서관,22,10850,2,0,"대구광역시 북구 대천로 100(동천동,화성센트럴파크)",,108
힐스테이트 데시앙 도남1단지 작은도서관(운영준비중),대구광역시,북구,작은도서관,24,2400,1,0,"대구광역시 북구 도남길 76(국우동,힐스테이트데시앙도남1단지)",,174.66
약목작은도서관,경상북도,칠곡군,작은도서관,85,8412,0,0,경상북도 칠곡군 약목면 복성1길 15,261,261
강서도서관,부산광역시,강서구,공공도서관,306,123603,59,12334,부산광역시 강서구 공항로811번길 10(강서브라이트센터 3층),7471,3418
강서기적의도서관,부산광역시,강서구,어린이도서관,247,82492,59,0,"부산광역시 강서구 명지오션시티10로 80(명지동, 강서기적의도서관)",2438,1289.18
지사도서관,부산광역시,강서구,공공도서관,30,31037,36,0,부산광역시 강서구 과학산단2로20번길 5(지사문화회관 3층),682.86,682.86
신호작은도서관,부산광역시,강서구,작은도서관,30,9585,19,0,"부산광역시 강서구 르노삼성대로 14(신호동, 신호문화공원 본관 1층)",156.84,156.84
아이꿈작은도서관,부산광역시,강서구,작은도서관,30,8684,0,0,"부산광역시 강서구 명지국제6로318번길 58(명지동, 강서구육아종합지원센터 2층)",105.8,105.8
극동스타클래스작은도서관,부산광역시,강서구,작은도서관,120,11086,0,0,부산광역시 강서구 명지오션시티2로 71,367,367
링컨타운책벌레작은도서관,부산광역시,강서구,작은도서관,22,5900,0,0,부산광역시 강서구 명지오션시티10로 16,121,121
아인슈타인타운책벌레작은도서관,부산광역시,강서구,작은도서관,36,3053,0,0,부산광역시 강서구 명지오션시티11로 51,129,129
에디슨타운책벌레작은도서관,부산광역시,강서구,작은도서관,23,4233,0,0,부산광역시 강서구 명지오션시티10로 17,131,131
책나무작은도서관,부산광역시,강서구,작은도서관,12,3238,0,0,부산광역시 강서구 대저로63번길 31,45,45
명지한신휴플러스작은도서관,부산광역시,강서구,작은도서관,60,1448,0,0,부산광역시 강서구 명지오션시티1로 155(명지오션시티 한신휴플러스 109동),332,332
솔마레작은도서관,부산광역시,강서구,작은도서관,107,1544,0,0,부산광역시 강서구 명지오션시티12로 10(엘크루솔마레 107동),382,382
에일린의뜰작은도서관,부산광역시,강서구,작은도서관,28,3446,0,0,부산광역시 강서구 명지국제5로 60,65,65
동행작은도서관,부산광역시,강서구,작은도서관,32,2140,0,0,부산광역시 강서구 명지국제6로 288,927,150
지사꿈꾸는작은도서관,부산광역시,강서구,작은도서관,13,7782,0,0,부산광역시 강서구 과학산단2로 20번길 69,77,77
대방2차Book적Book적작은도서관,부산광역시,강서구,작은도서관,62,10596,0,0,부산광역시 강서구 명지국제5로 11,141,141
소담북카페,부산광역시,강서구,작은도서관,30,4400,0,0,부산광역시 강서구 명지국제8로 289,77,77
이수초등학교도서관,충청북도,영동군,학교도서관,67,18446,2,247,충청북도 영동군 영동읍 영산로 4길 9,218,2191.32
초강초등학교 도서관,충청북도,영동군,학교도서관,24,9616,0,29,충청북도 영동군 초강면 초강로 97,1962,95
추풍령초등학교학교도서관,충청북도,영동군,학교도서관,45,12239,0,63,충청북도 영동군 추풍령면 추풍령로2길 7,,
학산초등학교 도서관,충청북도,영동군,학교도서관,20,10394,0,550,충청북도 영동군 학산면 서산동길 12-9,,101.25
황간초등학교 월류글터도서실,충청북도,영동군,학교도서관,16,12248,0,14,충청북도 영동군 황간면 남성1길 25,92,92
주곡작은도서관,충청북도,영동군,작은도서관,10,1690,0,0,충청북도 영동군 영동읍 주곡길 24-11,100,87
참배움의 집,충청북도,영동군,작은도서관,15,1890,0,0,충청북도 영동군 영동읍 매천6길 37,80,70
꿈이있는문고,충청북도,영동군,작은도서관,24,2500,0,0,충청북도 영동군 영동읍 동정로2길 15,50,40
황간면청소년공부방,충청북도,영동군,작은도서관,72,1600,0,0,충청북도 영동군 황간면 남성2길 8,300,227
구세군양강도서관,충청북도,영동군,작은도서관,30,2708,0,0,충청북도 영동군 양강면 묘동4길 8,100,69
묵정마을문고,충청북도,영동군,작은도서관,20,2598,0,0,충청북도 영동군 양강면 묵정2길 4-5,100,82
꿈이자라는문고,충청북도,영동군,작은도서관,8,4103,0,0,충청북도 영동군 양산면 가곡7길 30,100,83
심천구세군,충청북도,영동군,작은도서관,30,1695,0,0,충청북도 영동군 심천면 심천로6길 10-15,100,70
갈마루작은도서관,충청북도,영동군,작은도서관,30,4721,0,0,충청북도 영동군 상촌면 임산1길 44,150,98
거창도서관,경상남도,거창군,공공도서관,161,57946,26,6690,경상남도 거창군 거창읍 하동1길 9,1411,974
합천도서관,경상남도,합천군,공공도서관,258,70084,28,5920,경상남도 합천군 합천읍 동서로 152,8847,1278
침산1동 작은도서관,대구광역시,북구,작은도서관,39,7303,2,0,대구광역시 북구 침산남로13길 16 (침산1동주민센터 2층),,187
태전도서관,대구광역시,북구,공공도서관,160,65924,80,0,대구광역시 북구 영송로 36-16,1950,936.88
튼튼한어린이집 작은도서관,대구광역시,북구,작은도서관,16,2200,0,0,대구광역시 북구 동변로 20길 30-1,,113
하늘샘작은도서관,대구광역시,북구,작은도서관,63,3064,0,0,대구광역시 북구 매전로4길 10-14(매천동),,93.48
한강공원부키도서관,대구광역시,북구,작은도서관,10,8127,5,0,대구광역시 북구 내곡로 38-19,,41
한강숲작은도서관,대구광역시,북구,작은도서관,12,4160,22,0,"대구광역시 북구 한강로 55(사수동,대구금호엘에이치천년나무1단지)",,47.58
헤세드 작은도서관,대구광역시,북구,작은도서관,50,4220,5,0,대구광역시 북구 관음중앙로 117(관음동),,39.28
양산도서관,경상남도,양산시,공공도서관,420,133332,35,3553,경상남도 양산시 물금읍 신주2길 24,3000,3094
의령도서관,경상남도,의령군,공공도서관,291,80168,33,6911,경상남도 의령군 의령읍 의병로25길 9-8,3323,1851
함안도서관,경상남도,함안군,공공도서관,459,83995,48,6732,경상남도 함안군 가야읍 선왕길 16,4300,2464
창녕도서관,경상남도,창녕군,공공도서관,452,121213,34,6350,경상남도 창녕군 창녕읍 남창녕로 52,5796,2327
남지도서관,경상남도,창녕군,공공도서관,236,92456,22,9553,경상남도 창녕군 남지읍 낙동로 437,1650,1246
고성도서관,경상남도,고성군,공공도서관,491,107282,56,10471,경상남도 고성군 고성읍 동외로195번길 6,2017,2751
남해도서관,경상남도,남해군,공공도서관,204,90980,33,5160,경상남도 남해군 남해읍 화전로43번길 11-3,1071,1374
하동도서관,경상남도,하동군,공공도서관,267,91096,48,1595,경상남도 하동군 하동읍 경서대로 80,4844,1753
산청도서관,경상남도,산청군,공공도서관,211,91543,30,6472,경상남도 산청군 산청읍 꽃봉산로79번길 45,1497,1300
산청지리산도서관,경상남도,산청군,공공도서관,200,53780,25,0,경상남도 산청군 신안면 원지강변로 101,1620,1197
함양도서관,경상남도,함양군,공공도서관,186,98097,194,7065,경상남도 함양군 함양읍 함양로 1143-1,1387,1318
심천중학교 도서관,충청북도,영동군,학교도서관,36,6123,0,0,충청북도 영동군 심천면 초강로 143,180,180
영신중학교 도서관,충청북도,영동군,학교도서관,36,11686,0,0,충청북도 영동군 영동읍 영동황간로 22,,147.6
정수중학교 도서관,충청북도,영동군,학교도서관,20,5908,0,40,충청북도 영동군 양산면 송호로1길56,,55
추풍령중학교도서관,충청북도,영동군,학교도서관,30,9747,0,0,충청북도 영동군 추풍령면 신안로 106,159095,2838
구룡초등학교 도담도서관,충청북도,영동군,학교도서관,24,11246,3,22,충청북도 영동군 용산면 용산로 366,,198
매곡초등학교 매화골 도서관,충청북도,영동군,학교도서관,28,5945,0,28,충청북도 영동군 매곡면 민주지산로 3609,120,11181
부용초등학교 부용햇살글마을,충청북도,영동군,학교도서관,57,15042,0,50,충청북도 영동군 영동급 학산영동로 1155,,130
상촌초등학교 도서관,충청북도,영동군,학교도서관,22,7277,0,0,충청북도 영동군 상촌면 임산 2길 20,99,99
양강초등학교도서실,충청북도,영동군,학교도서관,30,12106,0,88,충청북도 영동군 양강면 학산영동로817,135,135
양산초등학교 비봉글샘터,충청북도,영동군,학교도서관,16,7901,0,24,충청북도 영동군 양산면 금강로 1500,141.75,141.75
영동초등학교 도서관,충청북도,영동군,학교도서관,40,15499,7,187,충청북도 영동군 영동읍 영동촌 2길 47,346.4,346.4
용화초등학교,충청북도,영동군,학교도서관,23,11881,2,91,충청북도 영동군 용화면 용화양강로 32,224,109
달빛마을작은도서관,서울특별시,양천구,작은도서관,33,8816,4,0,서울특별시 양천구 남부순환로 54길 5,,132
광진정보도서관,서울특별시,광진구,공공도서관,1295,301007,369,20497,서울특별시 광진구 아차산로78길 90(광장동),,7283
자양한강도서관,서울특별시,광진구,공공도서관,370,43604,47,0,서울특별시 광진구 뚝섬로52길 66(자양동),,1650
중곡문화체육센터도서관,서울특별시,광진구,공공도서관,259,80389,98,0,서울특별시 광진구 능동로 433(중곡동),,2032
자양제4동도서관,서울특별시,광진구,공공도서관,98,26717,4,0,서울특별시 광진구 뚝섬로26길 58(자양동),,333
영동인터넷고등학교 도서관,충청북도,영동군,학교도서관,24,7795,0,0,충청북도 영동군 영동읍 대학로 10,410.4,90
황간고등학교월류문화센터,충청북도,영동군,학교도서관,20,13358,0,202,충청북도 영동군 황간면 남성동3길 4-22,165,165
영동고등학교 도서관,충청북도,영동군,학교도서관,60,15719,0,26,충청북도 영동군 영동읍 계산로 122,225,225
영동산업과학고등학교 도서관,충청북도,영동군,학교도서관,58,10255,0,102,충청북도 영동군 영동읍 학산영동로 1213,30827,180
학마을 글샘터,충청북도,영동군,학교도서관,48,16167,0,102,충청북도 영동군 학산면 학산양산로 12,180,180
책드림도서관,충청북도,영동군,학교도서관,56,16679,2,340,충청북도 영동군 영동읍 계산로 106,,188
새너울중학교 도서관,충청북도,영동군,학교도서관,24,5348,0,0,충청북도 영동군 황간면 황간로 66,135,135
책정원도서관,광주광역시,동구,공공도서관,225,22536,27,1646,광주광역시 동구 남계길 49,2710.6,2494.95
제일작은도서관,광주광역시,동구,작은도서관,20,1500,0,0,광주광역시 동구 밤실로54,,56
진동도서관,경상남도,창원시 마산합포구,공공도서관,288,101533,38,4296,경상남도 창원시 마산합포구 진동면 삼진의거대로 661-94,4081,1423
진양도서관,경상남도,진주시,공공도서관,232,91385,62,7229,경상남도 진주시 문산읍 동부로588번길 24,5407,1232
통영도서관,경상남도,통영시,공공도서관,259,111315,34,1394,경상남도 통영시 봉수로 37,1650,1669
삼천포도서관,경상남도,사천시,공공도서관,288,94958,23,4217,경상남도 사천시 삼천포대교로 622,2216,1606
사천도서관,경상남도,사천시,공공도서관,237,86763,51,4441,경상남도 사천시 사천읍 평화2길 21,2309,1753
김해지혜의바다도서관,경상남도,김해시,공공도서관,717,160967,56,0,경상남도 김해시 주촌면 서부로 1541번길 8,13485,3479
진영도서관,경상남도,김해시,공공도서관,181,90780,25,8138,경상남도 김해시 진영읍 진영로265번길 9-61,6716,1324
밀양도서관,경상남도,밀양시,공공도서관,273,95860,25,7680,경상남도 밀양시 삼랑진읍 만어로 7,1720,1111
하남도서관,경상남도,밀양시,공공도서관,221,82848,28,8842,경상남도 밀양시 하남읍 수산중앙로 63,1382,1019
거제도서관,경상남도,거제시,공공도서관,638,128938,50,4014,경상남도 거제시 계룡로7길 2,3665,3004
초전푸르지오1단지 도서관,경상남도,진주시,작은도서관,19,11763,0,0,"경상남도 진주시 초장로 14번길 27, (초전동, 진주초전푸르지오1단지)관리동 2층",,69.3
파미르작은도서관,경상남도,진주시,작은도서관,34,7082,0,0,경상남도 진주시 정촌면 삼일로106번길 8(대경파미르),,92
평거동 새마을작은도서관,경상남도,진주시,작은도서관,20,6159,0,0,경상남도 진주시 평거로40번길 5(평거동주민센터)2층,,82
국립아시아문화전당 라이브러리파크,광주광역시,동구,전문도서관,64,58340,93,3744,광주광역시 동구 문화전당로 38,178199,143838
그리심문고,광주광역시,북구,작은도서관,62,4000,0,0,광주광역시 북구 풍동길 20(풍향동),,99
꿈꾸는아이들,광주광역시,북구,작은도서관,10,4670,0,0,광주광역시 북구 하백로 13 4층(매곡동 용남빌딩),,40
꿈나무작은도서관,광주광역시,북구,작은도서관,18,7106,2,0,광주광역시 북구 중문로 지하58(우산동),,92.5
꿈드림작은도서관,광주광역시,북구,작은도서관,24,3000,0,0,광주광역시 북구 임방울대로 1042번길 14-1 2층,,72
꿈틀어린이작은도서관,광주광역시,북구,작은도서관,25,9165,0,0,광주광역시 북구 첨단연신로 107번길 45-22(신용동),,99
늘푸른도서관(동림),광주광역시,북구,작은도서관,22,4103,0,0,광주광역시 북구 북문대로 219(동림동),,66
늘푸른도서관(용두),광주광역시,북구,작은도서관,18,2000,0,0,광주광역시 북구 하서로 483번길 22(용두동),,33
늘해랑작은도서관,광주광역시,북구,작은도서관,8,2300,0,0,광주광역시 북구 서방로63번길 64(우산동),,47.75
늘행복한작은도서관,광주광역시,북구,작은도서관,15,2000,0,0,광주광역시 북구 설죽로 389번길 71(삼각동),,46
다솜울작은도서관,광주광역시,북구,작은도서관,8,11177,0,0,광주광역시 북구 군왕로207번길 6(문화동),,59.4
광주광역시립산수도서관,광주광역시,동구,공공도서관,409,216532,53,2819,광주광역시 동구 경양로 355,1823,4532
디지털정보도서관,광주광역시,동구,공공도서관,119,3396,0,1359,광주광역시 동구 금남로 245,2778,1114
책마루작은도서관,경상남도,진주시,작은도서관,12,3550,0,0,"경상남도 진주시 새평거로 112(평거동, 평거엘크루)",,187
푸른마을도서관,경상남도,진주시,작은도서관,25,5628,3,0,경상남도 진주시 내동로348번길 10(가좌 주공그린빌 복지동),,100
초록에뜰 작은도서관,경상남도,진주시,작은도서관,30,6794,2,0,경상남도 진주시 강변길 31(가호에일린의뜰),,92.19
초전 해모로 루비채 2단지 북카페,경상남도,진주시,작은도서관,50,4850,0,0,"경상남도 진주시 초북로 88(초전동, 해모로 2단지)",,127.88
해보 작은도서관,전라남도,함평군,작은도서관,18,8590,0,0,전라남도 함평군 해보면 밀재로 1261-7 (구)해보면사무소 2층,2352,150.66
월야 작은도서관,전라남도,함평군,작은도서관,18,5032,0,0,전라남도 함평군 월야면 밀재로 1543,984,111.5
나산 작은도서관,전라남도,함평군,작은도서관,18,2902,0,0,전라남도 함평군 나산면 나산길 51,776,110.82
엄다면 작은도서관,전라남도,함평군,작은도서관,20,2166,0,0,전라남도 함평군 엄다면 엄다길 76,65.34,37.8
도담도담 한옥도서관,서울특별시,종로구,작은도서관,30,7083,0,0,서울특별시 종로구 숭인동길 43,188,107.9
청운효자동 북카페,서울특별시,종로구,작은도서관,41,8284,0,0,서울특별시 종로구 자하문로 92(청운효자동 주민센터 2층),,127
꿈꾸는 평창동 작은도서관,서울특별시,종로구,작은도서관,13,5664,0,0,서울특별시 종로구 평창문화로 65(평창동 주민센터 2층),,38.5
무악다솜방,서울특별시,종로구,작은도서관,30,5581,0,0,서울특별시 종로구 통일로14길 36(무악동 주민센터 2층),,43.2
홍파랑 북카페,서울특별시,종로구,작은도서관,10,5513,0,0,서울특별시 종로구 송월길 154(교남동 주민센터 2층),,34.3
U보라작은도서관,경상남도,김해시,작은도서관,27,8180,7,0,"경상남도 김해시 전하로208번길 40-12, 반도보라아파트 관리사무소 2층(전하동)",,120
글혜윰작은도서관,경상남도,김해시,작은도서관,17,11668,4,0,"경상남도 김해시 진영읍 김해대로361번길 34, 관리동 2층(김해진영코아루아파트)",,110
김해글로벗도서관,경상남도,김해시,작은도서관,12,10162,6,980,"경상남도 김해시 진영읍 본산로 27-13, 3층 302호(태영빌딩)",,109
김해기적의도서관,경상남도,김해시,공공도서관,300,64707,36,1227,경상남도 김해시 율하1로 55(율하동),,1458
김해시 행정자료실,경상남도,김해시,작은도서관,10,11905,0,0,경상남도 김해시 김해대로 2401 (김해시청 본관2층),,49
경상북도교육청 청송도서관,경상북도,청송군,공공도서관,350,80343,106,5183,경상북도 청송군 청송읍 군청로 25,4111,1387
중랑구립정보도서관,서울특별시,중랑구,공공도서관,838,163104,0,47592,서울특별시 중랑구 신내로15길 197(묵동),,5106
수정도서관,경기도,성남시,공공도서관,796,298198,71,13894,경기도 성남시 수정구 수정로332번길 32,6188,7923
중원도서관,경기도,성남시,공공도서관,1193,303783,80,9595,경기도 성남시 중원구 원터로 17번길 46(성남동),8264,13164
논골도서관,경기도,성남시,공공도서관,76,17028,11,0,경기도 성남시 수정구 논골로 23번길 2,190,286
판교도서관,경기도,성남시,공공도서관,523,202343,91,2721,경기도 성남시 분당구 판교공원로 4길 27(판교동),946887.3,4505.84
판교어린이도서관,경기도,성남시,공공도서관,398,129772,30,2376,경기도 성남시 분당구 판교역로 75(백현동),8912,6273
남면도서관,경기도,양주시,공공도서관,147,62991,19,1695,경기도 양주시 남면 개나리17길 24,2252,789
덕계도서관,경기도,양주시,공공도서관,130,85096,31,878,경기도 양주시 평화로1475번길 39,1499,1370
광적도서관,경기도,양주시,공공도서관,187,50583,21,503,경기도 양주시 광적면 광적로42번길 5,1021.9,957.64
고암작은도서관,경기도,양주시,공공도서관,50,12279,7,0,경기도 양주시 고암길 251-1 1층,13887.1,236
전라남도교육청벌교도서관,전라남도,보성군,공공도서관,284,72802,38,3607,전라남도 보성군 벌교읍 월곡길 13,1029,1047
전라남도교육청화순도서관,전라남도,화순군,공공도서관,600,106174,33,10069,전라남도 화순군 화순읍도서관길15,4241,1755
ESR작은도서관,광주광역시,북구,작은도서관,20,4000,0,0,광주광역시 북구 설죽로 315번길 11(매곡동 2층),,47
광주아름다운작은도서관,광주광역시,북구,작은도서관,20,10000,0,0,광주광역시 북구 일곡마을로 78(일곡동),,82.5
올맘도서관,부산광역시,남구,작은도서관,55,6895,2,0,"부산광역시 남구 수영로 345 (대연동, 대연힐스테이트푸르지오) 주민카페2층",,
용호 꿈꾸는 도서관,부산광역시,남구,작은도서관,0,0,0,0,부산광역시 남구 용호로106번길 12 (용호동) 용호동,,
유엔평화기념관 작은도서관,부산광역시,남구,작은도서관,29,7913,0,0,부산광역시 남구 홍곡로320번길 106 (대연동) 3층 자료실,,
작은나무 큰숲도서관,부산광역시,남구,작은도서관,12,2000,1,0,부산광역시 남구 용호로159번길 10 (용호동) 2층,,
작은나무숲 작은도서관,부산광역시,남구,작은도서관,25,14000,1,115,부산광역시 남구 석포로32번길 29 (감만동) 1층,,
작은도서관 소풍,부산광역시,남구,작은도서관,40,10180,3,300,부산광역시 남구 용호로198번길 19 (용호동) 3층,,
작은여울 도서관,부산광역시,남구,작은도서관,15,2000,0,0,부산광역시 남구 진남로232번길 51 (문현동) 3층,,
참사랑도서관,부산광역시,남구,작은도서관,10,1185,0,0,부산광역시 남구 동명로101번길 81 (용호동) 4층 참사랑교회,,
책나루작은도서관,부산광역시,남구,작은도서관,50,8617,2,0,부산광역시 남구 용호로 189-1 (용호동) 1층,,
캐슬리안북카페,부산광역시,남구,작은도서관,24,1329,0,0,"부산광역시 남구 수영로325번길 61, (대연동, 대연동 롯데캐슬아파트) 캐슬리안북카페",,
행복한 작은도서관,부산광역시,남구,작은도서관,50,12500,4,165,부산광역시 남구 홍곡로57번길 19 (감만동) 행복한도서관,,
창원도서관,경상남도,창원시 성산구,공공도서관,915,349792,56,13187,경상남도 창원시 성산구 두대로 197-33,15999,8375
마산도서관,경상남도,창원시 마산합포구,공공도서관,827,298672,80,11604,경상남도 창원시 마산합포구 용마산길 12,13105,4663
김해도서관,경상남도,김해시,공공도서관,1083,262851,0,15770,경상남도 김해시 왕릉길 72,7560,6679
마산지혜의바다도서관,경상남도,창원시 마산회원구,공공도서관,675,137702,19,0,경상남도 창원시 마산회원구 구암북 12길 24-1,3698,2642
경상북도교육청예천도서관,경상북도,예천군,공공도서관,4,4298,35,0,경상북도 예천군 예천읍 시장로 134,406,245.46
도봉구청사 행복작은도서관,서울특별시,서울특별시 도봉구,작은도서관,21,30132,1,2,서울특별시 도봉구 도봉구 마들로 656,14119,218
서울특별시교육청도봉도서관(종합자료실),서울특별시,서울특별시 도봉구,공공도서관,78,161247,119,0,서울특별시 도봉구 도봉구 삼양로 556(쌍문동),2204,2743
서울특별시교육청도봉도서관(어린이자료실),서울특별시,서울특별시 도봉구,공공도서관,61,56836,14,0,서울특별시 도봉구 도봉구 삼양로 556(쌍문동),2204,2743
서울특별시교육청도봉도서관(디지털자료실),서울특별시,서울특별시 도봉구,공공도서관,56,0,0,11580,서울특별시 도봉구 도봉구 삼양로 556(쌍문동),2204,2743
도봉문화정보도서관(종합자료실),서울특별시,서울특별시 도봉구,공공도서관,80,45000,83,0,서울특별시 도봉구 도봉구 덕릉로 315 (창동),4351,3216
도봉문화정보도서관(어린이열람실),서울특별시,서울특별시 도봉구,공공도서관,48,26000,12,0,서울특별시 도봉구 도봉구 덕릉로 315 (창동),4351,3216
갈매도서관,경기도,구리시,공공도서관,289,49795,71,1123,경기도 구리시 갈매중앙로 80(갈매동),3212,4455
매포도서관,충청북도,단양군,공공도서관,62,47105,15,248,충청북도 단양군 매포읍 평동로 111-43,1311.6,1411.59
다누리도서관,충청북도,단양군,공공도서관,180,105183,42,2040,충청북도 단양군 단양읍 수변로 111,1089.94,1508.15
상동역칙칙폭폭작은도서관,경기도,부천시,작은도서관,15,8901,0,0,경기도 부천시 원미구 길주로 지하 104,,52.5
신중동역칙칙폭폭작은도서관,경기도,부천시,작은도서관,22,9769,0,0,경기도 부천시 원미구 길주로 지하 314,,100.59
신흥어울마당작은도서관,경기도,부천시,작은도서관,79,9652,2,19,경기도 부천시 오정구 삼작로 109,,411.85
시정담벼락 작은도서관,경기도,부천시,작은도서관,58,18932,2,0,경기도 부천시 원미구 길주로 210,,589.09
소사칙칙폭폭도서관,경기도,부천시,작은도서관,13,1564,0,0,"경기도 부천시 원미구 소사로284, 서해선/1호선 소사역(7번 출구)",,33.06
인천광역시교육청서구도서관,인천광역시,서구,공공도서관,965,262532,87,12195,인천광역시 서구 건지로334번길 45,6609,7757.11
시립중앙도서관,강원특별자치도,원주시,공공도서관,978,371084,139,19947,강원특별자치도 원주시 서원대로 472-12(단구동),17438,9890
중천철학도서관,강원특별자치도,원주시,공공도서관,60,43078,45,0,강원특별자치도 원주시 흥업면 남원로 105,2458,889
경상북도교육청 봉화도서관,경상북도,봉화군,공공도서관,72,85379,420,4274,경상북도 봉화군 봉화읍 내성로 3길6,1022.64,349.8
청계참고운도서관,경기도,의왕시,작은도서관,50,20714,8,933,"경기도 의왕시 안양판교로 232, 4층",,245
청계숲고운도서관,경기도,의왕시,작은도서관,42,3093,8,0,"경기도 의왕시 덕장로 19, 3층",,105
왕송호수작은도서관,경기도,의왕시,작은도서관,50,2950,8,0,"경기도 의왕시 왕송못동로 307, 1층",,168
숲속옹달샘도서관,경기도,의왕시,작은도서관,42,6597,8,0,"경기도 의왕시 이미로 17, 209동 1층",,157
하남시미사도서관,경기도,하남시,공공도서관,813,147892,135,4832,경기도 하남시 아리수로 545,4000,6449
하남시나룰도서관,경기도,하남시,공공도서관,567,228620,93,11941,경기도 하남시 덕풍북로 180,3486,3486
하남시위례도서관,경기도,하남시,공공도서관,392,57790,50,0,경기도 하남시 위례대로 230,1500,2218
하남시신장도서관,경기도,하남시,공공도서관,400,142590,61,9506,경기도 하남시 하남대로 740,2201,2201
하남시세미도서관,경기도,하남시,공공도서관,209,34262,30,1214,경기도 하남시 세미로1길 15,660,1322
하남시디지털도서관,경기도,하남시,공공도서관,400,0,0,1638,경기도 하남시 미사강변한강로 290-2,593,1526
하남시덕풍도서관,경기도,하남시,공공도서관,170,28010,36,0,경기도 하남시 역말로 14,436,719
하남시일가도서관,경기도,하남시,공공도서관,110,30899,26,438,경기도 하남시 미사강변남로 10,425,844
꿈벗도서관,인천광역시,중구,공공도서관,86,29725,60,1034,인천광역시 중구 홍예문로 32,,
푸른솔도서관,전라남도,목포시,작은도서관,28,5813,0,0,전라남도 목포시 남악1로52번가길 2(옥암동),,104
연꽃도서관,전라남도,목포시,작은도서관,29,6232,0,0,전라남도 목포시 산정로63번길 14-1(산정동),,82
초롱초롱도서관,전라남도,목포시,작은도서관,52,8244,0,0,전라남도 목포시 북항로 102-7(죽교동),,148
무지개도서관,전라남도,목포시,작은도서관,20,9001,0,0,전라남도 목포시 원산중앙로 87(연산동),,120
반딧불도서관,전라남도,목포시,작은도서관,30,8533,0,0,전라남도 목포시 북교길 22(북교동),,165
꿈나무도서관,전라남도,목포시,작은도서관,20,7899,0,0,전라남도 목포시 삼학로123번길 29(산정동),,99
옹달샘도서관,전라남도,목포시,작은도서관,45,8955,0,0,전라남도 목포시 상동로 61(상동),,95
은하수도서관,전라남도,목포시,작은도서관,80,11357,0,0,전라남도 목포시 비파로 31(상동),,317
복사꽃필무렵작은도서관,경기도,부천시,작은도서관,40,17266,0,0,경기도 부천시 소사구 성주로249번길 19,,140.6
사랑나무가족도서관,경기도,부천시,작은도서관,47,15674,0,0,경기도 부천시 원미구 계남로 336,,160
상동어울마당작은도서관,경기도,부천시,작은도서관,50,10120,0,11,경기도 부천시 원미구 석천로16번길 50,,243.18
시온열린작은도서관,경기도,부천시,작은도서관,128,20641,0,4,경기도 부천시 소사구 은성로 172-20,,290
약대신나는가족도서관,경기도,부천시,작은도서관,29,16355,0,0,경기도 부천시 원미구 수도로 44,,105
아름드리도서관,경기도,부천시,작은도서관,33,16432,0,0,경기도 부천시 오정구 삼작로 52,,85
진말책향기작은도서관,경기도,부천시,작은도서관,36,12238,0,0,경기도 부천시 원미구 장말로351번길 9,,141.96
햇살이가득한작은도서관,경기도,부천시,작은도서관,36,18952,0,0,경기도 부천시 원미구 부천로90번길 51,,193
행복한작은도서관,경기도,부천시,작은도서관,31,16421,0,206,경기도 부천시 오정구 상오정로 10,,141
숲속작은도서관,경기도,부천시,작은도서관,30,11897,0,0,경기도 부천시 원미구 소향로 162,,140.09
